1	344	1.0
1	327	1.0
1	354	1.0
1	235	1.0
1	249	1.0
1	23	1.0
1	351	1.0
1	265	1.0
1	110	1.0
1	226	1.0
2	69	1.0
2	257	1.0
2	23	1.0
2	226	1.0
3	370	1.0
3	98	1.0
3	322	1.0
3	149	1.0
3	92	1.0
3	225	1.0
4	373	1.0
4	104	1.0
4	343	1.0
4	39	1.0
4	401	1.0
4	325	1.0
4	50	1.0
4	223	1.0
4	49	1.0
4	322	1.0
4	126	1.0
4	301	1.0
4	149	1.0
4	363	1.0
5	85	1.0
5	305	1.0
5	39	1.0
5	279	1.0
5	322	1.0
6	215	1.0
7	339	1.0
7	230	1.0
7	383	1.0
7	122	1.0
8	340	1.0
8	372	1.0
8	213	1.0
8	80	1.0
8	121	1.0
8	270	1.0
9	306	1.0
9	257	1.0
9	372	1.0
9	213	1.0
9	313	1.0
9	80	1.0
9	243	1.0
9	226	1.0
10	275	1.0
10	339	1.0
10	338	1.0
10	80	1.0
10	195	1.0
10	327	1.0
10	395	1.0
10	224	1.0
10	393	1.0
10	266	1.0
10	216	1.0
10	92	1.0
10	329	1.0
10	172	1.0
10	372	1.0
10	382	1.0
10	168	1.0
10	378	1.0
10	225	1.0
10	290	1.0
10	118	1.0
10	186	1.0
10	294	1.0
10	354	1.0
10	184	1.0
10	121	1.0
11	186	1.0
11	96	1.0
12	52	1.0
12	118	1.0
12	185	1.0
12	49	1.0
12	322	1.0
12	26	1.0
12	313	1.0
12	146	1.0
12	401	1.0
12	107	1.0
12	303	1.0
12	225	1.0
13	343	1.0
13	39	1.0
13	98	1.0
13	313	1.0
13	401	1.0
13	402	1.0
13	348	1.0
13	226	1.0
13	325	1.0
13	50	1.0
13	185	1.0
13	117	1.0
13	49	1.0
13	81	1.0
13	355	1.0
13	322	1.0
13	59	1.0
13	334	1.0
13	246	1.0
13	149	1.0
13	152	1.0
14	346	1.0
14	285	1.0
15	50	1.0
15	80	1.0
15	226	1.0
15	122	1.0
16	104	1.0
16	39	1.0
16	80	1.0
16	199	1.0
16	195	1.0
16	49	1.0
16	190	1.0
16	296	1.0
16	213	1.0
16	145	1.0
16	387	1.0
16	246	1.0
16	57	1.0
16	242	1.0
17	185	1.0
18	172	1.0
18	275	1.0
18	372	1.0
18	338	1.0
18	80	1.0
18	226	1.0
18	327	1.0
18	257	1.0
18	118	1.0
18	293	1.0
18	354	1.0
18	264	1.0
18	249	1.0
18	23	1.0
18	213	1.0
18	366	1.0
18	329	1.0
19	237	1.0
19	65	1.0
19	203	1.0
19	78	1.0
19	351	1.0
19	80	1.0
19	357	1.0
19	52	1.0
19	395	1.0
19	400	1.0
19	251	1.0
19	116	1.0
19	354	1.0
19	249	1.0
19	219	1.0
19	397	1.0
19	265	1.0
19	184	1.0
19	121	1.0
19	270	1.0
20	252	1.0
20	80	1.0
21	257	1.0
21	80	1.0
21	226	1.0
22	246	1.0
23	1	1.0
23	2	1.0
23	275	1.0
23	281	1.0
23	285	1.0
23	18	1.0
23	257	1.0
23	156	1.0
23	399	1.0
23	264	1.0
23	262	1.0
23	28	1.0
23	266	1.0
23	270	1.0
23	389	1.0
23	172	1.0
23	176	1.0
23	313	1.0
23	42	1.0
23	297	1.0
23	302	1.0
23	184	1.0
23	69	1.0
23	343	1.0
23	205	1.0
23	208	1.0
23	337	1.0
23	77	1.0
23	78	1.0
23	80	1.0
23	348	1.0
23	347	1.0
23	193	1.0
23	346	1.0
23	195	1.0
23	327	1.0
23	213	1.0
23	333	1.0
23	332	1.0
23	92	1.0
23	240	1.0
23	238	1.0
23	235	1.0
23	372	1.0
23	234	1.0
23	98	1.0
23	384	1.0
23	110	1.0
23	229	1.0
23	357	1.0
23	118	1.0
23	360	1.0
23	251	1.0
23	354	1.0
23	252	1.0
23	128	1.0
23	366	1.0
23	367	1.0
23	124	1.0
23	362	1.0
23	122	1.0
24	249	1.0
25	342	1.0
26	343	1.0
26	338	1.0
26	174	1.0
26	197	1.0
